,id,created_at,username,text
94,1549820430785171456,Wed Jul 20 18:15:59 +0000 2022,Lu_na_rr,no joke i literally get less than half of what a normal human should have in a day
95,1549820429078040585,Wed Jul 20 18:15:59 +0000 2022,hecbellerin,_barca it is a joke
96,1549820427807215616,Wed Jul 20 18:15:58 +0000 2022,EvanCaffeinated,i see where you and i disagree you believe he is saying that should not have to ask whether they can get away with a joke and i think he is saying that should be given more leeway when that
97,1549820425374400519,Wed Jul 20 18:15:58 +0000 2022,meer9three,coming to work to joke when your life is a joke is crazy to me
98,1549820424002977793,Wed Jul 20 18:15:58 +0000 2022,CocoaSwann,um nope unless this is a sarcastic joke
99,1549820415337549824,Wed Jul 20 18:15:55 +0000 2022,OniGbolahan6,how to beautify your room with wall paint do not take it for that the have only one use as for the furniture in the room they are no joke believe it or not a wall can become a major highlight in the whole space of your room for
100,1549820412019806210,Wed Jul 20 18:15:55 +0000 2022,ArizonaTeaMan,no joke ever since and gay marriage it is been a slippery slope because now a child is no longer as a human life yet when a pregnant woman is hit by a car that as double murder love is not love get back to
101,1549820410610556933,Wed Jul 20 18:15:54 +0000 2022,kunoglessi,absolutely agreeing with you it is actually ridiculous to joke about something like that i also have a big forehead does not bother me one bit but the they hurt my when they say i have a big forehead
102,1549820403337527297,Wed Jul 20 18:15:53 +0000 2022,JasonParis,kent is south east of not part of south east but you can not get anything about correct so maybe the joke is on me for you to get something about correct
103,1549820403257905153,Wed Jul 20 18:15:53 +0000 2022,nyekothefurry,exactly thats what i did obviously a joke
104,1549820401018175495,Wed Jul 20 18:15:52 +0000 2022,blkgirllostkeys,that time you something as a joke and learned something you already knew about yourself but scientifically
105,1549820398166065158,Wed Jul 20 18:15:51 +0000 2022,BootyHaver,hear a joke about the never mind you probably would get it
106,1549820391010574340,Wed Jul 20 18:15:50 +0000 2022,belligerentD75,range needs to be minimum and charging needs to be or less and as my tweet stated you need everywhere until all those happen it is an joke
107,1549820389462769667,Wed Jul 20 18:15:49 +0000 2022,DevonGarnett,you know this is a joke right
